,ytid,marvin_classes,labels,tot_speech_ct,child_speech_ct,female_speech_ct,male_speech_ct,other_speech_ct,silence_ct
2453,8KCzQ2KaSyE,['not_speech'],['Blender'],0,0,0,0,0,0
2454,8KJa9uXtbSU,['not_speech'],['Change ringing (campanology)'],0,0,0,0,0,0
2455,8KKQDotECdg,"['not_speech', 'not_speech']","['Zither', 'Pizzicato']",0,0,0,0,0,0
2456,8KLNJ8d8Vqc,"['speech', 'not_speech']","['Speech', 'Heavy engine (low frequency)']",1,0,0,0,1,0
2457,8KRQH9hHzxA,"['not_speech', 'not_speech']","['Electric shaver, electric razor', 'Doorbell']",0,0,0,0,0,0
2458,8LXFSLK3otM,"['not_speech', 'not_speech', 'not_speech']","['Lawn mower', 'Vehicle', 'Race car, auto racing']",0,0,0,0,0,0
2459,8LqIRaKUo2M,"['not_speech', 'not_speech']","['Noise', 'White noise']",0,0,0,0,0,0
2460,8LqRwSwBo3s,['not_speech'],['Crack'],0,0,0,0,0,0
2461,8LwuZRyysMc,"['not_speech', 'speech', 'not_speech']","['Mouse', 'Speech', 'Animal']",1,0,0,0,1,0
2462,8M0oxuyODB0,['not_speech'],['Vibration'],0,0,0,0,0,0
2463,8M8mpBuhbOY,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Cowbell', 'Drum', 'Rimshot', 'Snare drum', 'Percussion']",0,0,0,0,0,0
2464,8MKemM0h5mE,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Afrobeat', 'Music of Africa', 'Music', 'Rapping', 'Hip hop music']",0,0,0,0,0,0
2465,8MX4uYyJWtk,"['speech', 'not_speech', 'not_speech']","['Speech', 'Boing', 'Inside, small room']",1,0,0,0,1,0
2466,8Mh5vlYV1IE,"['not_speech', 'speech']","[""Dental drill, dentist's drill"", 'Speech']",1,0,0,0,1,0
2467,8MvSYhzDczQ,['not_speech'],['Squeal'],0,0,0,0,0,0
2468,8MwHkcFfLUc,['not_speech'],['Whir'],0,0,0,0,0,0
2469,8NIxqHJrL68,"['not_speech', 'not_speech']","['Background music', 'Music']",0,0,0,0,0,0
2470,8NfGndNYYIg,['not_speech'],['Shatter'],0,0,0,0,0,0
2471,8Nnxclrk7dU,['not_speech'],"['Ice cream truck, ice cream van']",0,0,0,0,0,0
2472,8Nrp4jUZeGE,"['not_speech', 'not_speech']","['Music', 'Vibraphone']",0,0,0,0,0,0
2473,8OKAwDv20R8,"['not_speech', 'speech', 'not_speech']","['Music', 'Speech', 'Male singing']",1,0,0,0,1,0
2474,8OXipUhZO3s,"['not_speech', 'speech', 'speech', 'not_speech']","['Music', 'Chatter', 'Speech', 'Inside, public space']",2,0,0,0,2,0
2475,8OukwZl_vsg,"['not_speech', 'speech', 'not_speech']","['Engine', 'Speech', 'Engine starting']",1,0,0,0,1,0
2476,8PF4BPXfFKo,"['not_speech', 'not_speech', 'not_speech']","['Heavy metal', 'Music', 'Pulse']",0,0,0,0,0,0
2477,8PI0iaIB6-4,"['not_speech', 'not_speech', 'not_speech']","['Sink (filling or washing)', 'Water tap, faucet', 'Water']",0,0,0,0,0,0
2478,8PIlyVXYFng,['not_speech'],['Pant'],0,0,0,0,0,0
2479,8PPngJ4BTKg,['not_speech'],['Stir'],0,0,0,0,0,0
2480,8Pei4SnavUk,"['not_speech', 'not_speech']","['Music', 'Ambient music']",0,0,0,0,0,0
2481,8Pr66M8jczI,"['not_speech', 'not_speech', 'not_speech']","['Aircraft engine', 'Vehicle', 'Aircraft']",0,0,0,0,0,0
2482,8PsvY3TZkBQ,"['not_speech', 'not_speech', 'not_speech']","['Steam whistle', 'Steam', 'Hiss']",0,0,0,0,0,0
2483,8Q3e7Hvo0zo,"['speech', 'speech', 'child_speech']","['Crowd', 'Cheering', 'Children shouting']",3,1,0,0,2,0
2484,8QntTInSS1A,"['not_speech', 'not_speech', 'not_speech']","['Rain', 'Raindrop', 'Rain on surface']",0,0,0,0,0,0
2485,8QzudUB8SMk,['not_speech'],['Throat clearing'],0,0,0,0,0,0
2486,8RK1x263Ou0,"['not_speech', 'speech']","['Electric toothbrush', 'Speech']",1,0,0,0,1,0
2487,8RjJvfW0Q3M,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Boat, Water vehicle', 'Waves, surf', 'Wind', 'Ocean', 'Sailboat, sailing ship', 'Wind noise (microphone)']",0,0,0,0,0,0
2488,8S-R5p17_IE,"['not_speech', 'not_speech']","['Brass instrument', 'Saxophone']",0,0,0,0,0,0
2489,8S7zsWndDfk,"['speech', 'not_speech']","['Speech', 'Drawer open or close']",1,0,0,0,1,0
2490,8ScHkS_cqk4,['not_speech'],['Stream'],0,0,0,0,0,0
2491,8Sfjahpupqg,"['not_speech', 'not_speech', 'speech']","['Music', 'Mouse', 'Speech']",1,0,0,0,1,0
2492,8StqowT8hME,['speech'],['Groan'],1,0,0,0,1,0
2493,8T6O7iBGj5o,"['not_speech', 'not_speech']","['Singing bowl', 'Gong']",0,0,0,0,0,0
2494,8TVOesBBLPg,"['not_speech', 'not_speech', 'speech', 'not_speech']","['Horse', 'Neigh, whinny', 'Speech', 'Animal']",1,0,0,0,1,0
2495,8TWtLCjUI5I,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Bark', 'Bow-wow', 'Dog', 'Animal']",0,0,0,0,0,0
2496,8U5gP9-zgog,['not_speech'],['Fusillade'],0,0,0,0,0,0
2497,8UMdVUartLw,['not_speech'],['Rustling leaves'],0,0,0,0,0,0
2498,8UNCaKU0O4A,"['not_speech', 'speech', 'speech']","['Music', 'Shout', 'Speech']",2,0,0,0,2,0
2499,8UQI59N-bAs,"['not_speech', 'not_speech']","['Telephone', 'Telephone bell ringing']",0,0,0,0,0,0
2500,8UQoSJ--jfw,"['speech', 'not_speech']","['Speech', 'Camera']",1,0,0,0,1,0
2501,8UpZaK4715o,['not_speech'],['Shuffling cards'],0,0,0,0,0,0
2502,8VCi0bFQ2bQ,"['not_speech', 'not_speech', 'speech']","['Beep, bleep', 'Music', 'Speech']",1,0,0,0,1,0
2503,8VbxIzaSHfw,"['not_speech', 'not_speech']","['Zither', 'Pizzicato']",0,0,0,0,0,0
2504,8VoDhx0Zsxc,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Gobble']",0,0,0,0,0,0
2505,8VyN5__L6TI,"['not_speech', 'not_speech']","['Violin, fiddle', 'Bowed string instrument']",0,0,0,0,0,0
2506,8W82WdRBx4E,"['not_speech', 'not_speech', 'not_speech']","['Alarm clock', 'Alarm', 'Inside, small room']",0,0,0,0,0,0
2507,8W9kBN_qwWs,"['speech', 'not_speech', 'not_speech']","['Speech', 'Crumpling, crinkling', 'Inside, small room']",1,0,0,0,1,0
2508,8WQnGWD-XJE,['not_speech'],['Printer'],0,0,0,0,0,0
2509,8WdzXoYHk6Q,['not_speech'],['Bicycle bell'],0,0,0,0,0,0
2510,8Wk-ZmlsUqY,"['not_speech', 'speech', 'not_speech', 'not_speech']","['Vehicle', 'Speech', 'Air brake', 'Car']",1,0,0,0,1,0
2511,8WnXfe3ud4E,"['not_speech', 'not_speech']","['Music', 'Angry music']",0,0,0,0,0,0
2512,8WuUouH-MKY,"['not_speech', 'not_speech']","['Rodents, rats, mice', 'Patter']",0,0,0,0,0,0
2513,8XBsesSEbbU,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Drum and bass', 'Music', 'Reggae', 'Dubstep']",0,0,0,0,0,0
2514,8XIr2ori0TM,"['not_speech', 'not_speech']","['Ringtone', 'Music']",0,0,0,0,0,0
2515,8XJaTBqc2Kc,"['not_speech', 'speech', 'not_speech']","['Music', 'Speech', 'Sewing machine']",1,0,0,0,1,0
2516,8XSOKjyIY-4,"['not_speech', 'not_speech']","['Heart sounds, heartbeat', 'Heart murmur']",0,0,0,0,0,0
2517,8XaPOpYhK_o,"['not_speech', 'not_speech']","['Wind instrument, woodwind instrument', 'Shofar']",0,0,0,0,0,0
2518,8Xmib9cyepg,"['not_speech', 'not_speech', 'not_speech']","['Music', 'Music for children', 'Pig']",0,0,0,0,0,0
2519,8XpFjwhNYUE,"['not_speech', 'not_speech', 'not_speech']","['Bee, wasp, etc.', 'Insect', 'Fly, housefly']",0,0,0,0,0,0
2520,8YGYYxKQWa0,"['speech', 'speech']","['Wail, moan', 'Speech']",2,0,0,0,2,0
2521,8YSDo1wTo3M,"['not_speech', 'not_speech', 'speech', 'not_speech']","['Horse', 'Neigh, whinny', 'Speech', 'Animal']",1,0,0,0,1,0
2522,8Z2qdI0LlN0,"['not_speech', 'not_speech', 'speech', 'not_speech']","['Quack', 'Duck', 'Speech', 'Animal']",1,0,0,0,1,0
2523,8ZLicrR-MTE,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Propeller, airscrew', 'Engine', 'Jet engine', 'Aircraft']",0,0,0,0,0,0
2524,8ZTYsm2yI7g,['not_speech'],['Chopping (food)'],0,0,0,0,0,0
2525,8ZaSuBlB-Ks,['not_speech'],"['Ice cream truck, ice cream van']",0,0,0,0,0,0
2526,8_2zsOKcxK0,"['not_speech', 'not_speech', 'speech', 'not_speech']","['Horse', 'Neigh, whinny', 'Speech', 'Animal']",1,0,0,0,1,0
2527,8_KoNRnCEPE,"['not_speech', 'speech']","['Knock', 'Speech']",1,0,0,0,1,0
2528,8a0Ctyt3Fpo,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Railroad car, train wagon', 'Rail transport', 'Train', 'Clickety-clack', 'Train wheels squealing']",0,0,0,0,0,0
2529,8aGktaPzyjo,['not_speech'],['Beatboxing'],0,0,0,0,0,0
2530,8aKhvS70_zY,"['not_speech', 'not_speech', 'not_speech']","['Domestic animals, pets', 'Breathing', 'Whimper (dog)']",0,0,0,0,0,0
2531,8aYqigfxXZE,"['not_speech', 'speech', 'speech']","['Music', 'Wail, moan', 'Speech']",2,0,0,0,2,0
2532,8ai0pKxJ8oU,"['not_speech', 'not_speech']","['Throbbing', 'Hum']",0,0,0,0,0,0
2533,8ancJPBl-Is,"['not_speech', 'not_speech', 'not_speech']","['Wood block', 'Drum', 'Percussion']",0,0,0,0,0,0
2534,8bB2BcjSzBU,"['not_speech', 'not_speech', 'not_speech']","['Fire', 'Wind', 'Wind noise (microphone)']",0,0,0,0,0,0
2535,8bPbdrToU_k,['not_speech'],['Funny music'],0,0,0,0,0,0
2536,8bRQgDQyTNw,"['not_speech', 'speech']","['Telephone bell ringing', 'Speech']",1,0,0,0,1,0
2537,8bakI0ITCqQ,"['not_speech', 'not_speech', 'speech']","['Music', 'Theremin', 'Speech']",1,0,0,0,1,0
2538,8c5TYqmYHLs,['not_speech'],['Sidetone'],0,0,0,0,0,0
2539,8cJ8g7qfYx4,"['not_speech', 'speech']","['Pour', 'Speech']",1,0,0,0,1,0
2540,8d6SwUPTyOQ,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Subway, metro, underground', 'Railroad car, train wagon', 'Rail transport', 'Train', 'Train wheels squealing']",0,0,0,0,0,0
2541,8dK_9gSJm1I,['not_speech'],['Arrow'],0,0,0,0,0,0
2542,8evHpuXTcgM,"['not_speech', 'not_speech', 'not_speech']","['Computer keyboard', 'Typing', 'Typewriter']",0,0,0,0,0,0
2543,8ewn7JCJbEM,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'speech', 'not_speech']","['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",1,0,0,0,1,0
2544,8f_j4cLE-d4,"['not_speech', 'not_speech', 'not_speech']","['Pulleys', 'Gears', 'Mechanisms']",0,0,0,0,0,0
2545,8flfhllb25w,"['not_speech', 'speech', 'not_speech']","['Air horn, truck horn', 'Speech', 'Outside, urban or manmade']",1,0,0,0,1,0
2546,8fph3pyNw0Y,"['speech', 'speech']","['Whispering', 'Speech']",2,0,0,0,2,0
2547,8fvDLvGQkB4,"['not_speech', 'not_speech', 'speech', 'not_speech', 'not_speech']","['Domestic animals, pets', 'Pant', 'Speech', 'Dog', 'Animal']",1,0,0,0,1,0
2548,8gJFW1mih9E,['not_speech'],['Jet engine'],0,0,0,0,0,0
2549,8gyY5kN5IjA,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Cat', 'Purr', 'Domestic animals, pets', 'Animal']",0,0,0,0,0,0
2550,8hO1S9VIfPY,"['not_speech', 'not_speech']","['Music', 'Yell']",0,0,0,0,0,0
2551,8hSmQpOPXJE,"['speech', 'not_speech', 'not_speech', 'not_speech']","['Singing', 'Yodeling', 'Music', 'Song']",1,0,0,0,1,0
2552,8hT_Cg551_0,"['not_speech', 'not_speech', 'not_speech']","['Fowl', 'Honk', 'Goose']",0,0,0,0,0,0
2553,8hatW8g_XVI,"['not_speech', 'speech']","['Power windows, electric windows', 'Speech']",1,0,0,0,1,0
2554,8hmOaKlDY1Q,"['not_speech', 'not_speech']","['Bellow', 'Whoop']",0,0,0,0,0,0
2555,8iPHp9N_rBY,"['not_speech', 'speech', 'not_speech']","['Scissors', 'Speech', 'Inside, small room']",1,0,0,0,1,0
2556,8iPpgyEh8WM,"['not_speech', 'not_speech']","['Music', 'Wedding music']",0,0,0,0,0,0
2557,8iqX43c-y3k,"['not_speech', 'not_speech']","['Zither', 'Pizzicato']",0,0,0,0,0,0
2558,8jDanS4ZzRc,"['not_speech', 'not_speech', 'not_speech']","['Music', 'Orchestra', 'Classical music']",0,0,0,0,0,0
2559,8jblPMBafKE,"['not_speech', 'not_speech']","['Truck', 'Air brake']",0,0,0,0,0,0
2560,8k17D6qiuqI,['not_speech'],['Crushing'],0,0,0,0,0,0
2561,8kOQiGtnrOw,['not_speech'],['Vacuum cleaner'],0,0,0,0,0,0
2562,8kWza8bRUTY,"['not_speech', 'not_speech']","['Dial tone', 'Music']",0,0,0,0,0,0
2563,8kbHA22EWd0,"['not_speech', 'not_speech', 'speech']","['Music', 'Skateboard', 'Speech']",1,0,0,0,1,0
2564,8m-a_6wLTkU,"['not_speech', 'not_speech']","['Music', 'Skateboard']",0,0,0,0,0,0
2565,8mT-l6lcBsk,"['not_speech', 'not_speech']","['Toilet flush', 'Water']",0,0,0,0,0,0
2566,8mhecLr6Veo,"['not_speech', 'not_speech', 'not_speech']","['Horse', 'Clip-clop', 'Animal']",0,0,0,0,0,0
2567,8msF1eDDeJM,['not_speech'],['Pump (liquid)'],0,0,0,0,0,0
2568,8n02_u1shaM,"['not_speech', 'speech']","['Yip', 'Speech']",1,0,0,0,1,0
2569,8nFiV2Xrzps,['not_speech'],['Jackhammer'],0,0,0,0,0,0
2570,8nKooEzj2vY,"['speech', 'speech', 'child_speech']","['Crowd', 'Cheering', 'Children shouting']",3,1,0,0,2,0
2571,8nfNynK2LtY,['not_speech'],['Tearing'],0,0,0,0,0,0
2572,8ntKBILZ06k,"['not_speech', 'not_speech', 'not_speech']","['Yodeling', 'Music', 'Vocal music']",0,0,0,0,0,0
2573,8oStn-cOLP8,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Christmas music', 'Christian music', 'Music', 'Song']",0,0,0,0,0,0
2574,8oaBlDt_tSE,"['speech', 'not_speech']","['Crowd', 'Battle cry']",1,0,0,0,1,0
2575,8oe6egO0YOc,['not_speech'],['Rustling leaves'],0,0,0,0,0,0
2576,8ooVSXeHb94,['not_speech'],['Church bell'],0,0,0,0,0,0
2577,8ozR29u3byg,['not_speech'],['Wheeze'],0,0,0,0,0,0
2578,8pYHLfKqHL4,"['not_speech', 'not_speech', 'not_speech']","['Foghorn', 'Music', 'Inside, large room or hall']",0,0,0,0,0,0
2579,8q8JrJNAa-Q,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Accelerating, revving, vroom', 'Clatter', 'Car', 'Race car, auto racing']",0,0,0,0,0,0
2580,8qH_iQVUx34,['not_speech'],['Crushing'],0,0,0,0,0,0
2581,8qMwRaqKt3Y,"['not_speech', 'speech', 'not_speech', 'not_speech', 'not_speech']","['Domestic animals, pets', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",1,0,0,0,1,0
2582,8qsCZLEoA1Q,"['not_speech', 'speech']","['Skateboard', 'Speech']",1,0,0,0,1,0
2583,8qyD0l2Rz2k,"['speech', 'not_speech', 'not_speech']","['Grunt', 'Animal', 'Outside, rural or natural']",1,0,0,0,1,0
2584,8r1y_Bz4VfQ,"['not_speech', 'not_speech']","['Music', 'A capella']",0,0,0,0,0,0
2585,8rCYRgePG-4,"['not_speech', 'not_speech']","['Music', 'Rhythm and blues']",0,0,0,0,0,0
2586,8rICricPhh8,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Ambulance (siren)', 'Emergency vehicle', 'Siren', 'Police car (siren)']",0,0,0,0,0,0
2587,8rMlNbKlp_s,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Idling', 'Flap', 'Accelerating, revving, vroom', 'Car']",0,0,0,0,0,0
2588,8rdFWmDjL9c,"['not_speech', 'speech', 'not_speech']","['Clip-clop', 'Speech', 'Animal']",1,0,0,0,1,0
2589,8rmoYAfr0t8,['not_speech'],['Car passing by'],0,0,0,0,0,0
2590,8sBzNjVD6Nk,"['not_speech', 'speech', 'not_speech']","['Electric toothbrush', 'Speech', 'Outside, urban or manmade']",1,0,0,0,1,0
2591,8sDQkl2g4AA,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Bird', 'Bird vocalization, bird call, bird song', 'Chirp, tweet', 'Coo', 'Pigeon, dove']",0,0,0,0,0,0
2592,8sd513xQzV4,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Boat, Water vehicle', 'Wind', 'Sailboat, sailing ship', 'Wind noise (microphone)']",0,0,0,0,0,0
2593,8t7QNZMRngA,"['speech', 'not_speech', 'not_speech']","['Speech', 'Camera', 'Inside, small room']",1,0,0,0,1,0
2594,8tCBldr1gpc,"['not_speech', 'not_speech']","['Engine knocking', 'Lawn mower']",0,0,0,0,0,0
2595,8tRvNvx5nUs,['not_speech'],"['Jingle, tinkle']",0,0,0,0,0,0
2596,8tnY9KIxKBo,['not_speech'],['Orchestra'],0,0,0,0,0,0
2597,8u-6LzNtkpQ,"['not_speech', 'not_speech']","['Harmonica', 'Wind instrument, woodwind instrument']",0,0,0,0,0,0
2598,8u08numU0Lw,['not_speech'],['Whip'],0,0,0,0,0,0
2599,8uVQZzqugr4,"['not_speech', 'speech']","['Plop', 'Speech']",1,0,0,0,1,0
2600,8ubZbG02MFw,"['not_speech', 'not_speech', 'not_speech', 'speech', 'not_speech']","['Music', 'Walk, footsteps', 'Vehicle', 'Speech', 'Outside, rural or natural']",1,0,0,0,1,0
2601,8ukIZWXIu-0,"['not_speech', 'not_speech']","['Fowl', 'Goose']",0,0,0,0,0,0
2602,8uq_elo2T0s,"['not_speech', 'not_speech']","['Clock', 'Tick-tock']",0,0,0,0,0,0
2603,8v-mW43m_YI,['speech'],['Grunt'],1,0,0,0,1,0
2604,8v9ggmYDE7I,"['not_speech', 'speech', 'not_speech', 'not_speech']","['Giggle', 'Speech', 'Baby laughter', 'Inside, small room']",1,0,0,0,1,0
2605,8vFJX7NcSbI,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Music', 'Techno', 'Drum machine', 'Electronica']",0,0,0,0,0,0
2606,8vasA2D2_Kc,"['not_speech', 'not_speech', 'not_speech', 'speech', 'not_speech', 'not_speech']","['Bark', 'Domestic animals, pets', 'Bow-wow', 'Speech', 'Dog', 'Growling']",1,0,0,0,1,0
2607,8w-V_hYvxXs,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'speech', 'not_speech']","['Guitar', 'Acoustic guitar', 'Music', 'Musical instrument', 'Speech', 'Electronic tuner']",1,0,0,0,1,0
2608,8w7d6gu7qbU,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Guitar', 'Musical instrument', 'Pant', 'Plucked string instrument']",0,0,0,0,0,0
2609,8wT5dihdt4E,"['not_speech', 'speech', 'child_speech']","['Plop', 'Speech', 'Child speech, kid speaking']",2,1,0,0,1,0
2610,8wYBLuA9Ddk,"['not_speech', 'not_speech', 'speech', 'not_speech']","['Music', 'Tambourine', 'Speech', 'Inside, small room']",1,0,0,0,1,0
2611,8w_eP9h3Awc,['not_speech'],['Coin (dropping)'],0,0,0,0,0,0
2612,8wewmt2ElAc,['not_speech'],['Fill (with liquid)'],0,0,0,0,0,0
2613,8ws1ligErwo,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'speech', 'not_speech']","['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",1,0,0,0,1,0
2614,8x6K9Hd1D9k,['not_speech'],['Arrow'],0,0,0,0,0,0
2615,8x7Ta89QLo4,"['speech', 'not_speech', 'not_speech']","['Singing', 'Scratching (performance technique)', 'Funk']",1,0,0,0,1,0
2616,8xU2s6Y-_a0,"['not_speech', 'not_speech']","['Organ', 'Electronic organ']",0,0,0,0,0,0
2617,8xjUHOQ0mOQ,"['not_speech', 'not_speech', 'not_speech']","['Jackhammer', 'Music', 'Tools']",0,0,0,0,0,0
2618,8xoenlVVBZw,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'speech', 'not_speech']","['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",1,0,0,0,1,0
2619,8yCW3Hxgj88,"['speech', 'not_speech']","['Singing', 'Zing']",1,0,0,0,1,0
2620,8yLr9QVD1vc,"['not_speech', 'speech']","['Gurgling', 'Speech']",1,0,0,0,1,0
2621,8ye1N5ffroQ,"['not_speech', 'not_speech', 'not_speech']","['Motor vehicle (road)', 'Traffic noise, roadway noise', 'Microwave oven']",0,0,0,0,0,0
2622,8ynjAtF5VnA,"['not_speech', 'not_speech']","['Music', 'Giggle']",0,0,0,0,0,0
2623,8z5GZtxBuSM,"['not_speech', 'not_speech']","['Music', 'Harmonic']",0,0,0,0,0,0
2624,8zCZzzAaC4I,"['not_speech', 'not_speech']","['Music', 'Middle Eastern music']",0,0,0,0,0,0
2625,8zcXuYEmXUE,['not_speech'],['Sewing machine'],0,0,0,0,0,0
2626,8zjIzJn2LwA,['not_speech'],['Gong'],0,0,0,0,0,0
2627,A66FeoLZelA,"['not_speech', 'speech']","['Squish', 'Speech']",1,0,0,0,1,0
2628,A67lyBRPevM,['not_speech'],['Explosion'],0,0,0,0,0,0
2629,A68tYY9AA9Q,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Propeller, airscrew', 'Vehicle', 'Helicopter', 'Fixed-wing aircraft, airplane', 'Aircraft']",0,0,0,0,0,0
2630,A6FWTmMEGEA,"['not_speech', 'not_speech', 'not_speech']","['Drill', 'Tools', 'Power tool']",0,0,0,0,0,0
2631,A6Hd73VnpdE,['not_speech'],['Tuning fork'],0,0,0,0,0,0
2632,A6I3JI4vJv0,"['not_speech', 'speech']","['Bouncing', 'Speech']",1,0,0,0,1,0
2633,A6TdlZiEF6U,"['not_speech', 'not_speech']","['Music', 'Clapping']",0,0,0,0,0,0
2634,A6ilKRqIDH4,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Scratching (performance technique)', 'Sampler', 'Music', 'Scratch', 'Dubstep', 'Drum machine']",0,0,0,0,0,0
2635,A6p86Kp6tDE,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Rain', 'Raindrop', 'Thunderstorm', 'Thunder']",0,0,0,0,0,0
2636,A6xkwSUGb6w,"['not_speech', 'not_speech']","['Whip', 'Whoosh, swoosh, swish']",0,0,0,0,0,0
2637,A737TB0brQI,"['not_speech', 'not_speech', 'speech', 'not_speech']","['Liquid', 'Water', 'Speech', 'Gush']",1,0,0,0,1,0
2638,A74lbeD1k1o,"['not_speech', 'not_speech', 'not_speech']","['Wind', 'Rustle', 'Sound effect']",0,0,0,0,0,0
2639,A7DQjMwCtI8,['not_speech'],['Car passing by'],0,0,0,0,0,0
2640,A7H5hYSZQkM,"['not_speech', 'speech']","['Wheeze', 'Speech']",1,0,0,0,1,0
2641,A7Mfor8ADM0,"['not_speech', 'not_speech', 'not_speech']","['Engine', 'Idling', 'Rattle']",0,0,0,0,0,0
2642,A7RgbrJYe_s,"['not_speech', 'not_speech']","['Music', 'Scratch']",0,0,0,0,0,0
2643,A7j0RGqTVP4,['not_speech'],['Flap'],0,0,0,0,0,0
2644,A7mA5CKhl4w,"['not_speech', 'speech', 'not_speech']","['Drip', 'Speech', 'Inside, small room']",1,0,0,0,1,0
2645,A7pW5W-4snM,['not_speech'],['Vacuum cleaner'],0,0,0,0,0,0
2646,A8H0c7S3z84,"['not_speech', 'speech']","['Tap', 'Speech']",1,0,0,0,1,0
2647,A8L0mC1_Geg,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Bird', 'Bird vocalization, bird call, bird song', 'Bird flight, flapping wings', 'Chirp, tweet', 'Coo', 'Pigeon, dove']",0,0,0,0,0,0
2648,A8b-0yWXBCE,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Sampler', 'Drum and bass', 'House music', 'Music', 'Dubstep', 'Electronic dance music', 'Drum machine', 'Grunge', 'Dance music']",0,0,0,0,0,0
2649,A8gbOIvxvMA,"['not_speech', 'not_speech', 'not_speech']","['Cello', 'Double bass', 'Bowed string instrument']",0,0,0,0,0,0
2650,A8o272XEOZc,"['speech', 'not_speech']","['Speech', 'Camera']",1,0,0,0,1,0
2651,A91s78YZt-Y,['not_speech'],['Fart'],0,0,0,0,0,0
2652,A9BPTZOvFBU,['not_speech'],['Sidetone'],0,0,0,0,0,0
2653,A9ECxUIqw6s,"['not_speech', 'not_speech']","['Music', 'Happy music']",0,0,0,0,0,0
2654,A9KMqwqLboE,"['not_speech', 'not_speech', 'not_speech']","['Reversing beeps', 'Truck', 'Vehicle']",0,0,0,0,0,0
2655,A9LkQyImgNI,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Cello', 'Double bass', 'String section', 'Violin, fiddle', 'Bowed string instrument']",0,0,0,0,0,0
2656,A9RocJbIC3M,['not_speech'],['Maraca'],0,0,0,0,0,0
2657,A9xrvsmJhjo,['not_speech'],"['Trickle, dribble']",0,0,0,0,0,0
2658,AA0N8XMqx9s,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Boat, Water vehicle', 'Wind', 'Rowboat, canoe, kayak', 'Wind noise (microphone)']",0,0,0,0,0,0
2659,AABgGgkXH94,"['speech', 'female_speech', 'speech']","['Conversation', 'Female speech, woman speaking', 'Speech']",3,0,1,0,2,0
2660,AACQBaSIzog,"['not_speech', 'speech', 'not_speech', 'not_speech']","['Goat', 'Speech', 'Livestock, farm animals, working animals', 'Animal']",1,0,0,0,1,0
2661,AAP5pAB-4jM,"['not_speech', 'not_speech', 'not_speech']","['Glass', 'Music', 'Breaking']",0,0,0,0,0,0
2662,AAWe4zRLVVU,"['not_speech', 'not_speech']","['Timpani', 'Music']",0,0,0,0,0,0
2663,AAoqx07aTRI,"['not_speech', 'not_speech', 'not_speech']","['Electronic music', 'Music', 'Noise']",0,0,0,0,0,0
2664,AAySJVt6bys,['not_speech'],['Hammer'],0,0,0,0,0,0
2665,AAyqgdDOUYA,"['not_speech', 'not_speech', 'not_speech']","['Fire engine, fire truck (siren)', 'Emergency vehicle', 'Siren']",0,0,0,0,0,0
2666,AB--KnXO_0c,['not_speech'],['Gong'],0,0,0,0,0,0
2667,ABCUrbSmLuo,"['speech', 'not_speech']","['Speech', 'Baby cry, infant cry']",1,0,0,0,1,0
