100millisecond_ints,secs,base_col,MAL,CHI,KCHI,FEM,SPEECH,overlap
2052,,,,,,1,1,0
2053,,,,,,1,1,0
2054,,,1,,,1,1,1
2055,,,1,,,1,1,1
2056,,,1,,,1,1,1
2057,,,1,,,1,1,1
2058,,,,,,1,1,0
2059,,,,,,1,1,0
2060,,,,,,1,1,0
2061,,,,,,1,1,0
2062,,,,,,1,1,0
2063,,,,,,1,1,0
2064,,,,,,1,1,0
2065,,,,,,1,1,0
2066,,,1,,,1,1,1
2067,,,,,,1,1,0
2068,,,,,,1,1,0
2069,,,,,,1,1,0
2070,,,1,,,1,1,1
2071,,,1,,,1,1,1
2072,,,,,,1,1,0
2073,,,,,,1,1,0
2074,,,,,,1,1,0
2075,,,,,,1,1,0
2076,,,,,,1,1,0
2077,,,,,,1,1,0
2078,,,,,,1,1,0
2079,,,,,,1,1,0
2080,,,,,,1,1,0
2081,,,,,,1,1,0
2082,,,,,,1,1,0
2083,,,,,,1,1,0
2084,,,,,,1,1,0
2085,,,,,,1,1,0
2086,,,,,,1,1,0
2087,,,,,,1,1,0
2088,,,,,,1,1,0
2089,,,,,,1,1,0
2090,,,,,,1,1,0
2091,,,,,,1,1,0
2092,,,,,,1,1,0
2093,,,,,,1,1,0
2094,,,,,,1,1,0
2095,,,,,,1,1,0
2096,,,,,,1,1,0
2097,,,,,,1,1,0
2098,,,,,,1,1,0
2099,,,1,,,1,1,1
2100,,,1,,,1,1,1
2101,,,1,,,1,1,1
2102,,,1,,,1,1,1
2103,,,1,,,1,1,1
2104,,,1,,,1,1,1
2105,,,1,,,1,1,1
2106,,,1,,,1,1,1
2107,,,1,,,1,1,1
2108,,,,,,,1,0
2109,,,1,,,,1,0
2110,,,1,,,,1,0
2111,,,1,,,,1,0
2112,,,1,,,,1,0
2113,,,1,,,,1,0
2114,,,1,,,,1,0
2115,,,1,,,1,1,1
2116,,,1,,,1,1,1
2117,,,1,,,1,1,1
2118,,,1,,,1,1,1
2119,,,1,,,1,1,1
2120,,,1,,,1,1,1
2121,,,1,,,1,1,1
2122,,,,,,1,1,0
2123,,,,,,1,1,0
2124,,,,,,1,1,0
2125,,,,,,1,1,0
2126,,,,,,1,1,0
2127,,,,,,1,1,0
2128,,,,,,1,1,0
2129,,,,,,1,1,0
2130,,,,,,1,1,0
2131,,,,,,1,1,0
2132,,,,,,1,1,0
2133,,,,,,1,1,0
2134,,,,,,1,1,0
2135,,,,,,1,1,0
2136,,,,,,1,1,0
2137,,,,,,1,1,0
2138,,,,,,1,1,0
2139,,,,,,1,1,0
2140,,,,,,1,1,0
2141,,,,,,1,1,0
2142,,,,,,1,1,0
2143,,,,,,1,1,0
2144,,,,,,1,1,0
2145,,,,,,1,1,0
2146,,,,,,1,1,0
2147,,,,,,1,1,0
2148,,,,,,1,1,0
2149,,,,,,1,1,0
2150,,,,,,1,1,0
2151,,,,,,1,1,0
2152,,,,,,1,1,0
2153,,,,,,1,1,0
2154,,,,,,,1,0
2155,,,,,,,1,0
2156,,,,,,,1,0
2157,,,,,,,1,0
2158,,,,,,,1,0
2159,,,,,,1,1,0
2160,,,,,,1,1,0
2161,,,,,,1,1,0
2162,,,,,,1,1,0
2163,,,,,,1,1,0
2164,,,,,,1,1,0
2165,,,,,,1,1,0
2166,,,,,,1,1,0
2167,,,,,,1,1,0
2168,,,,,,1,1,0
2169,,,,,,1,1,0
2170,,,,,,1,1,0
2171,,,,,,1,1,0
2172,,,,,,1,1,0
2173,,,,,,1,1,0
2174,,,,,,1,1,0
2175,,,,,,1,1,0
2176,,,,,,1,1,0
2177,,,,,,1,1,0
2178,,,,,,1,1,0
2179,,,,,,1,1,0
2180,,,,,,1,1,0
2181,,,,,,1,1,0
2182,,,,,,1,1,0
2183,,,,,,1,1,0
2184,,,,,,1,1,0
2185,,,,,,1,1,0
2186,,,,,,1,1,0
2187,,,,,,1,1,0
2188,,,,,,1,1,0
2189,,,,,,1,1,0
2190,,,,,,1,1,0
2191,,,,,,1,1,0
2192,,,,,,,1,0
2193,,,,,,,1,0
2194,,,,,,1,1,0
2195,,,,,,1,1,0
2196,,,,,,1,1,0
2197,,,,,,1,1,0
2198,,,,,,1,1,0
2199,,,,,,1,1,0
2200,,,,,,1,1,0
2201,,,,,,1,1,0
2202,,,,1,,1,1,1
2203,,,,1,,1,1,1
2204,,,,1,,1,1,1
2205,,,,1,,1,1,1
2206,,,,1,,1,1,1
2207,,,,1,,1,1,1
2208,,,,1,,1,1,1
2209,,,,1,,1,1,1
2210,,,,1,,1,1,1
2211,,,,1,,1,1,1
2212,,,,1,,1,1,1
2213,,,,1,,1,1,1
2214,,,,,,1,1,0
2215,,,,,,1,1,0
2216,,,,,,1,1,0
2217,,,,,,1,1,0
2218,,,,,,1,1,0
2219,,,,,,1,1,0
2220,,,,,,1,1,0
2221,,,,,,1,1,0
2222,,,,,,1,1,0
2223,,,,,,1,1,0
2224,,,,,,1,1,0
2225,,,,,,1,1,0
2226,,,,,,1,1,0
2227,,,,,,1,1,0
2228,,,,,,1,1,0
2229,,,,,,1,1,0
2230,,,,,,1,1,0
2231,,,,,,1,1,0
2232,,,,,,1,1,0
2233,,,,1,,1,1,1
2234,,,,1,,1,1,1
2235,,,,1,,1,1,1
2236,,,,1,,1,1,1
2237,,,,1,,1,1,1
2238,,,,1,,1,1,1
2239,,,,1,,1,1,1
2240,,,,1,,1,1,1
2241,,,,1,,1,1,1
2242,,,,1,,1,1,1
2243,,,,1,,1,1,1
2244,,,,1,,1,1,1
2245,,,,1,,1,1,1
2246,,,,1,,1,1,1
2247,,,,1,,1,1,1
2248,,,,1,,1,1,1
2249,,,,1,,1,1,1
2250,,,,1,,1,1,1
2251,,,1,1,,1,1,1
2252,,,,1,,1,1,1
2253,,,,1,,1,1,1
2254,,,,1,,1,1,1
2255,,,,1,,1,1,1
2256,,,,1,,1,1,1
2257,,,,1,,1,1,1
2258,,,,1,,,1,0
2259,,,,1,,,1,0
2260,,,,1,,,1,0
2261,,,,1,,,1,0
2262,,,,1,,,1,0
2263,,,,1,,,1,0
2264,,,,1,,,1,0
2265,,,,1,,,1,0
2266,,,,1,,,1,0
2267,,,,1,,,1,0
2268,,,,1,,,1,0
2269,,,,1,,,1,0
2270,,,,1,,,1,0
2271,,,,1,,,1,0
2272,,,,1,,,1,0
2273,,,,1,,,1,0
2274,,,,1,,,1,0
2275,,,,1,1,,1,1
2276,,,,1,1,,1,1
2277,,,,1,1,,1,1
2278,,,,1,1,,1,1
2279,,,,1,1,,1,1
2280,,,,1,,1,1,1
2281,,,,1,,1,1,1
2282,,,,1,,1,1,1
2283,,,,1,,1,1,1
2284,,,,1,,1,1,1
2285,,,,1,,1,1,1
2286,,,,1,,1,1,1
2287,,,,,,1,1,0
2288,,,,,,1,1,0
2289,,,,,,1,1,0
2290,,,,,,1,1,0
2291,,,,,,1,1,0
2292,,,,,,1,1,0
2293,,,,,,1,1,0
2294,,,,,,1,1,0
2295,,,,,,1,1,0
2296,,,,,,1,1,0
2297,,,,,,1,1,0
2298,,,,,,1,1,0
2299,,,,,,1,1,0
2300,,,,,,1,1,0
2301,,,,,,1,1,0
2302,,,,,,1,1,0
2303,,,,,,1,1,0
2304,,,,,,1,1,0
2305,,,,,,1,1,0
2306,,,,,,1,1,0
2307,,,,,,1,1,0
2308,,,,,,1,1,0
2309,,,,,,1,1,0
2310,,,,,,1,1,0
2311,,,,,,1,1,0
2312,,,,,,1,1,0
2313,,,,,,1,1,0
2314,,,,,,1,1,0
2315,,,,,,1,1,0
2316,,,,,,1,1,0
2317,,,,,,1,1,0
2318,,,,,,1,1,0
2319,,,,,,1,1,0
2320,,,,,,1,1,0
2321,,,,,,1,1,0
2322,,,,,,1,1,0
2323,,,,,,1,1,0
2324,,,,,,1,1,0
2325,,,,,,1,1,0
2326,,,,,,1,1,0
2327,,,,,,1,1,0
2328,,,,,,1,1,0
2329,,,,,,1,1,0
2330,,,,,,1,1,0
2331,,,,,,1,1,0
2332,,,,,,1,1,0
2333,,,,,,1,1,0
2334,,,,,,1,1,0
2335,,,,,,1,1,0
2336,,,,,,1,1,0
2337,,,,,,1,1,0
2338,,,,,,1,1,0
2339,,,,,,1,1,0
2340,,,,,,1,1,0
2341,,,,,,1,1,0
2342,,,,1,,1,1,1
2343,,,,1,,,1,0
2344,,,,1,,,1,0
2345,,,,1,,,1,0
2346,,,,1,,,1,0
2347,,,,1,,,1,0
2348,,,,1,,,1,0
2349,,,,1,,,1,0
2350,,,,1,,,1,0
2351,,,,1,,,1,0
2352,,,,,,,1,0
2353,,,,,,,,0
2354,,,,,,,1,0
2355,,,,,,1,1,0
2356,,,,,,1,1,0
2357,,,,,,1,1,0
2358,,,,,,1,1,0
2359,,,,,,1,1,0
2360,,,,,,1,1,0
2361,,,,,,1,1,0
2362,,,,,,1,1,0
2363,,,,,,1,1,0
2364,,,,,,1,1,0
2365,,,,,,1,1,0
2366,,,,,,1,1,0
2367,,,,,,1,1,0
2368,,,,,,1,1,0
2369,,,,,,1,1,0
2370,,,,,,1,1,0
2371,,,,,,1,1,0
2372,,,,,,1,1,0
2373,,,,,,1,1,0
2374,,,,,,1,1,0
2375,,,,,,1,1,0
2376,,,,,,1,1,0
2377,,,,,,1,1,0
2378,,,,,,1,1,0
2379,,,,,,1,1,0
2380,,,,,,1,1,0
2381,,,,,,1,1,0
2382,,,,,,1,1,0
2383,,,1,,,1,1,1
2384,,,,,,1,1,0
2385,,,,,,1,1,0
2386,,,1,,,1,1,1
2387,,,,,,1,1,0
2388,,,,,1,1,1,1
2389,,,,,1,1,1,1
2390,,,,1,1,1,1,1
2391,,,,,1,1,1,1
2392,,,,,,,1,0
2393,,,,,,,1,0
2394,,,,,,,1,0
2395,,,,,,,1,0
